%% IEEE-118 bus system
nbus = 118;
Sbase = 100; %% MVA
               99       102      0.01600    0.05250    0.04467
               99       103      0.04510    0.20400    0.04508
              102       103      0.04660    0.15840    0.03392
              102       104      0.05350    0.16250    0.03400
               99       105      0.06050    0.22900    0.05167
              103       104      0.00994    0.03780    0.00822
              104       105      0.01400    0.05470    0.01195
              104       106      0.05300    0.18300    0.03933
              104       107      0.02610    0.07030    0.01537
              105       106      0.05300    0.18300    0.03933
              107       108      0.01050    0.02880    0.00633
              102       109      0.03906    0.18130    0.03842
              108       109      0.02780    0.07620    0.01683
              109       110      0.02200    0.07550    0.01667
              109       111      0.02470    0.06400    0.05167
               16       112      0.00913    0.03010    0.00640
               31       112      0.06150    0.20300    0.04317
               31       113      0.01350    0.06120    0.01357
               26       114      0.01640    0.07410    0.01643
              113       114      0.00230    0.01040    0.00230
               11       116      0.03290    0.14000    0.02983
               74       117      0.01450    0.04810    0.00998
               75       117      0.01640    0.05440    0.01130
                7         4      0.00000    0.02670    0.00000
               25        24      0.00000    0.03820    0.00000
               29        16      0.00000    0.03880    0.00000
               37        36      0.00000    0.03750    0.00000
               62        58      0.00000    0.03860    0.00000
               63        60      0.00000    0.02680    0.00000
               64        65      0.00000    0.03700    0.00000
               64        67      0.00137    0.01596    0.63963
               67        68      0.00000    0.03700    0.00000
               80        67      0.00174    0.02012    0.81131
               80        79      0.00000    0.03700    0.00000
               86        85      0.02815    0.20693    0.04460
              115        67      0.00034    0.00405    0.16403
             ];

%%         |  at_Bus   |Bus_type  | P_Load_pu | Q_Load_pu  |LF_Voltage_pu|Nominal_U_kv |
bus_data=[
                0            2     0.51000     0.27000    0.9550      138.0
                1            1     0.20000     0.09000    1.0000      138.0
                2            1     0.39000     0.10000    1.0000      138.0
                3            2     0.39000     0.12000    0.9980      138.0
                5            2     0.52000     0.22000    0.9900      138.0
                6            1     0.19000     0.02000    1.0000      138.0
                7            2     0.28000     0.00000    1.0150      345.0
               10            1     0.70000     0.23000    1.0000      138.0
               11            2     0.47000     0.10000    0.9900      138.0
               12            1     0.34000     0.16000    1.0000      138.0
               13            1     0.14000     0.01000    1.0000      138.0
               14            2     0.90000     0.30000    0.9700      138.0
               15            1     0.25000     0.10000    1.0000      138.0
               16            1     0.11000     0.03000    1.0000      138.0
               17            2     0.60000     0.34000    0.9730      138.0
               18            2     0.45000     0.25000    0.9620      138.0
               19            1     0.18000     0.03000    1.0000      138.0
               20            1     0.14000     0.08000    1.0000      138.0
               21            1     0.10000     0.05000    1.0000      138.0
               22            1     0.07000     0.03000    1.0000      138.0
               23            2     0.13000     0.00000    0.9920      138.0
               26            2     0.71000     0.13000    0.9680      138.0
               27            1     0.17000     0.07000    1.0000      138.0
               28            1     0.24000     0.04000    1.0000      138.0
               30            2     0.43000     0.27000    0.9670      138.0
               31            2     0.59000     0.23000    0.9630      138.0
               32            1     0.23000     0.09000    1.0000      138.0
               33            2     0.59000     0.26000    0.9840      138.0
               34            1     0.33000     0.09000    1.0000      138.0
               35            2     0.31000     0.17000    0.9800      138.0
               38            1     0.27000     0.11000    1.0000      138.0
               39            2     0.66000     0.23000    0.9700      138.0
               40            1     0.37000     0.10000    1.0000      138.0
               41            2     0.96000     0.23000    0.9850      138.0
               42            1     0.18000     0.07000    1.0000      138.0
               43            1     0.16000     0.08000    1.0000      138.0
               44            1     0.53000     0.22000    1.0000      138.0
               45            2     0.28000     0.10000    1.0050      138.0
               46            1     0.34000     0.00000    1.0000      138.0
               47            1     0.20000     0.11000    1.0000      138.0
               48            2     0.87000     0.30000    1.0250      138.0
               49            1     0.17000     0.04000    1.0000      138.0
               50            1     0.17000     0.08000    1.0000      138.0
               51            1     0.18000     0.05000    1.0000      138.0
               52            1     0.23000     0.11000    1.0000      138.0
               53            2     1.13000     0.32000    0.9550      138.0
               54            2     0.63000     0.22000    0.9520      138.0
               55            2     0.84000     0.18000    0.9540      138.0
               56            1     0.12000     0.03000    1.0000      138.0
               57            1     0.12000     0.03000    1.0000      138.0
               58            2     2.77000     1.13000    0.9850      138.0
               59            1     0.78000     0.03000    1.0000      138.0
               61            2     0.77000     0.14000    0.9980      138.0
               65            2     0.39000     0.18000    1.0500      138.0
               66            1     0.28000     0.07000    1.0000      138.0
               69            2     0.66000     0.20000    0.9840      138.0
               71            2     0.12000     0.00000    0.9800      138.0
               72            2     0.06000     0.00000    0.9910      138.0
               73            2     0.68000     0.27000    0.9580      138.0
               74            1     0.47000     0.11000    1.0000      138.0
               75            2     0.68000     0.36000    0.9430      138.0
               76            2     0.61000     0.28000    1.0060      138.0
               77            1     0.71000     0.26000    1.0000      138.0
               78            1     0.39000     0.32000    1.0000      138.0
               79            2     1.30000     0.26000    1.0400      138.0
               81            1     0.54000     0.27000    1.0000      138.0
               82            1     0.20000     0.10000    1.0000      138.0
               83            1     0.11000     0.07000    1.0000      138.0
               84            2     0.24000     0.15000    0.9850      138.0
               85            1     0.21000     0.10000    1.0000      138.0
               87            1     0.48000     0.10000    1.0000      138.0
               89            2     1.63000     0.42000    0.9850      138.0
               90            2     0.10000     0.00000    0.9800      138.0
               91            2     0.65000     0.10000    0.9900      138.0
               92            1     0.12000     0.07000    1.0000      138.0
               93            1     0.30000     0.16000    1.0000      138.0
               94            1     0.42000     0.31000    1.0000      138.0
               95            1     0.38000     0.15000    1.0000      138.0
               96            1     0.15000     0.09000    1.0000      138.0
               97            1     0.34000     0.08000    1.0000      138.0
               98            2     0.42000     0.00000    1.0100      138.0
               99            2     0.37000     0.18000    1.0170      138.0
              100            1     0.22000     0.15000    1.0000      138.0
              101            1     0.05000     0.03000    1.0000      138.0
              102            2     0.23000     0.16000    1.0100      138.0
              103            2     0.38000     0.25000    0.9710      138.0
              104            2     0.31000     0.26000    0.9650      138.0
              105            1     0.43000     0.16000    1.0000      138.0
              106            2     0.50000     0.12000    0.9520      138.0
              107            1     0.02000     0.01000    1.0000      138.0
              108            1     0.08000     0.03000    1.0000      138.0
              109            2     0.39000     0.30000    0.9730      138.0
              111            2     0.68000     0.13000    0.9750      138.0
              112            2     0.06000     0.00000    0.9930      138.0
              113            1     0.08000     0.03000    1.0000      138.0
              114            1     0.22000     0.07000    1.0000      138.0
              115            2     1.84000     0.00000    1.0050      345.0
              116            1     0.20000     0.08000    1.0000      138.0
              117            1     0.33000     0.15000    1.0000      138.0
             ];

      %buses with 0 load demand are not listed here
%%           |  at_Bus   | Bus_type  | Voltage_pu    |P_gen_pu   | Q_gen_pu   |Sub-transient_Xd_pu|
gen_data=[
               68     3       1.0350     0.000000   0.00000     0.25
                0     2       0.9550     0.000000   0.00000     0.25
                3     2       0.9980     0.000000   0.00000     0.25
                5     2       0.9900     0.000000   0.00000     0.25
                7     2       1.0150     0.000000   0.00000     0.25
                9     2       1.0500     4.500000   0.00000     0.25
               11     2       0.9900     0.850000   0.00000     0.25
               14     2       0.9700     0.000000   0.00000     0.25
               17     2       0.9730     0.000000   0.00000     0.25
               18     2       0.9620     0.000000   0.00000     0.25
               23     2       0.9920     0.000000   0.00000     0.25
               24     2       1.0500     2.200000   0.00000     0.25
               25     2       1.0150     3.140000   0.00000     0.25
               26     2       0.9680     0.000000   0.00000     0.25
               30     2       0.9670     0.070000   0.00000     0.25
               31     2       0.9630     0.000000   0.00000     0.25
               33     2       0.9840     0.000000   0.00000     0.25
               35     2       0.9800     0.000000   0.00000     0.25
               39     2       0.9700     0.000000   0.00000     0.25
               41     2       0.9850     0.000000   0.00000     0.25
               45     2       1.0050     0.190000   0.00000     0.25
               48     2       1.0250     2.040000   0.00000     0.25
               53     2       0.9550     0.480000   0.00000     0.25
               54     2       0.9520     0.000000   0.00000     0.25
               55     2       0.9540     0.000000   0.00000     0.25
               58     2       0.9850     1.550000   0.00000     0.25
               60     2       0.9950     1.600000   0.00000     0.25
               61     2       0.9980     0.000000   0.00000     0.25
               64     2       1.0050     3.910000   0.00000     0.25
               65     2       1.0500     3.920000   0.00000     0.25
               69     2       0.9840     0.000000   0.00000     0.25
               71     2       0.9800     0.000000   0.00000     0.25
               72     2       0.9910     0.000000   0.00000     0.25
               73     2       0.9580     0.000000   0.00000     0.25
               75     2       0.9430     0.000000   0.00000     0.25
               76     2       1.0060     0.000000   0.00000     0.25
               79     2       1.0400     4.770000   0.00000     0.25
               84     2       0.9850     0.000000   0.00000     0.25
               86     2       1.0150     0.040000   0.00000     0.25
               88     2       1.0050     6.070000   0.00000     0.25
               89     2       0.9850     0.000000   0.00000     0.25
               90     2       0.9800     0.000000   0.00000     0.25
               91     2       0.9900     0.000000   0.00000     0.25
               98     2       1.0100     0.000000   0.00000     0.25
               99     2       1.0170     2.520000   0.00000     0.25
              102     2       1.0100     0.400000   0.00000     0.25
              103     2       0.9710     0.000000   0.00000     0.25
              104     2       0.9650     0.000000   0.00000     0.25
              106     2       0.9520     0.000000   0.00000     0.25
              109     2       0.9730     0.000000   0.00000     0.25
              110     2       0.9800     0.360000   0.00000     0.25
              111     2       0.9750     0.000000   0.00000     0.25
              112     2       0.9930     0.000000   0.00000     0.25
              115     2       1.0050     0.000000   0.00000     0.25
             ];
